image_id,phototype,mean_r,mean_g,mean_b,median_r,median_g,median_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,mean_l,mean_a,mean_lab_b,std_l,std_a,std_lab_b,ita,b_to_a_ratio,rg_ratio,rb_ratio,undertone
IMG_00415,Fair,228.012,171.103,132.01,228.026,170.734,132.542,4.696,5.061,4.91,17.015,65.698,197.166,77.32,17.517,20.473,3.712,2.714,1.886,53.153,1.1687,1.3326,1.7272,Warm
IMG_00252,Medium,178.426,141.017,96.127,179.002,142.201,95.272,6.327,6.786,9.934,17.158,86.407,155.198,60.862,15.678,19.826,3.22,1.643,1.536,28.717,1.2646,1.2653,1.8562,Warm
IMG_00070,Fair,195.412,158.643,119.787,193.824,159.821,119.397,5.818,4.012,8.026,19.508,79.755,181.996,71.371,11.088,17.61,4.673,2.625,2.405,50.512,1.5881,1.2318,1.6313,Warm
IMG_00132,Fair,202.167,171.129,122.069,203.535,172.313,121.978,7.105,8.219,5.449,18.82,105.038,186.341,73.075,12.675,20.552,3.381,3.31,1.955,48.31,1.6215,1.1814,1.6562,Warm
IMG_00301,Tan,137.572,103.169,57.931,137.838,102.675,59.172,7.115,10.162,5.898,16.436,103.63,113.045,44.331,14.974,21.693,5.472,3.227,2.11,-14.644,1.4488,1.3335,2.3747,Warm
IMG_01307,Medium,175.82,139.677,100.218,173.792,137.75,99.942,11.385,3.841,6.838,10.052,79.39,157.672,61.832,9.882,16.216,3.058,3.256,1.45,36.117,1.6409,1.2588,1.7544,Neutral
IMG_00327,Fair,214.819,185.914,125.089,214.393,184.355,127.702,8.953,4.616,10.76,15.667,95.446,201.37,78.969,11.139,23.534,5.659,1.584,1.515,50.91,2.1128,1.1555,1.7173,Warm
IMG_01320,Tan,141.582,118.421,78.549,143.829,118.396,80.516,10.491,9.932,8.003,12.725,80.26,128.727,50.481,9.962,15.397,4.926,1.33,2.657,1.791,1.5456,1.1956,1.8025,Neutral
IMG_00997,Tan,134.829,111.789,68.513,135.939,110.036,67.608,4.598,3.802,4.674,11.233,108.125,117.625,46.127,10.999,17.861,4.565,2.118,3.346,-12.234,1.6238,1.2061,1.9679,Neutral
IMG_00500,Fair,216.413,174.34,139.244,215.131,172.568,140.513,10.156,5.214,3.871,7.527,78.619,198.323,77.774,15.903,16.619,5.395,1.223,3.636,59.105,1.045,1.2413,1.5542,Cool
IMG_00967,Tan,148.913,103.767,79.373,148.565,105.243,78.089,6.802,5.395,8.014,8.557,56.423,122.962,48.221,13.795,14.151,5.72,3.17,2.397,-7.167,1.0258,1.4351,1.8761,Neutral
IMG_00365,Medium,159.586,123.115,92.479,159.496,125.106,90.516,9.525,7.094,8.38,14.794,114.791,140.909,55.259,12.225,15.152,5.559,2.213,3.543,19.14,1.2394,1.2962,1.7256,Warm
IMG_00496,Medium,197.741,131.938,112.744,197.205,132.686,113.513,11.784,4.572,5.52,0.0,99.789,161.642,63.389,22.716,11.987,4.362,2.603,1.6,48.164,0.5277,1.4987,1.7539,Cool
IMG_01257,Tan,120.548,89.432,68.996,120.266,89.205,68.883,8.172,7.697,8.756,11.249,81.899,100.372,39.361,13.092,9.314,5.632,1.411,2.06,-48.799,0.7114,1.3479,1.7472,Neutral
IMG_00339,Medium,179.799,142.541,98.01,177.975,143.679,98.279,10.121,6.529,7.131,13.196,110.126,155.621,61.028,11.734,21.125,4.592,1.242,2.9,27.566,1.8003,1.2614,1.8345,Warm
IMG_00422,Medium,181.985,166.419,100.491,181.183,169.62,100.607,6.744,6.375,8.903,15.191,107.646,172.343,67.585,9.455,23.152,4.046,3.37,1.309,37.219,2.4486,1.0935,1.811,Warm
IMG_00165,Medium,173.071,146.177,86.382,171.624,146.625,85.905,9.527,8.38,8.365,18.576,105.049,154.875,60.735,12.063,23.333,3.101,1.559,2.853,24.707,1.9342,1.184,2.0036,Warm
IMG_00029,Fair,197.534,164.478,115.73,196.651,165.173,115.073,4.654,9.615,10.407,10.978,93.165,177.344,69.547,13.079,21.207,2.244,1.837,3.296,42.666,1.6215,1.201,1.7069,Warm
IMG_00517,Fair,214.861,165.798,138.844,215.182,167.1,138.846,7.802,9.482,7.035,3.775,81.21,190.166,74.575,15.007,12.581,5.475,1.871,1.535,62.89,0.8383,1.2959,1.5475,Cool
IMG_00194,Fair,227.991,168.907,128.411,228.515,167.764,127.599,11.475,8.324,9.675,12.623,61.16,196.368,77.007,18.52,20.116,4.225,2.993,1.242,53.319,1.0862,1.3498,1.7755,Warm
IMG_00840,Medium,196.437,144.415,113.218,196.854,146.279,113.266,8.562,7.479,8.618,16.214,91.123,164.392,64.467,15.034,12.671,2.342,2.641,1.93,48.787,0.8428,1.3602,1.735,Cool
IMG_00983,Fair,225.32,191.095,141.003,226.835,194.971,142.113,4.317,5.408,6.506,11.058,80.229,211.813,83.064,11.495,19.054,3.913,2.451,1.915,60.046,1.6576,1.1791,1.598,Neutral
IMG_00170,Medium,167.313,128.134,93.869,166.654,128.713,94.312,4.456,6.43,6.938,15.79,63.028,144.707,56.748,14.27,17.53,4.9,2.521,2.935,21.054,1.2285,1.3058,1.7824,Warm
IMG_00894,Deep,127.848,76.033,59.13,125.807,76.557,59.268,6.027,9.228,10.894,9.678,85.282,93.975,36.853,17.702,8.008,3.025,1.329,3.32,-58.655,0.4524,1.6815,2.1621,Cool
IMG_00653,Deep,98.924,63.474,37.985,98.699,63.201,38.323,5.975,10.34,9.474,10.191,25.0,72.975,28.618,15.346,12.016,3.652,1.548,3.242,-60.665,0.783,1.5585,2.6043,Cool
IMG_00174,Fair,210.976,184.111,134.4,210.751,183.479,136.066,7.745,6.764,9.204,15.932,78.626,201.705,79.1,8.909,20.366,2.618,2.321,2.318,55.013,2.2862,1.1459,1.5698,Warm
IMG_00519,Fair,237.719,174.276,149.417,237.339,174.443,150.433,11.457,6.122,4.106,7.366,72.432,208.249,81.666,21.713,13.992,3.549,2.58,2.535,66.162,0.6444,1.364,1.591,Cool
IMG_01098,Deep,90.949,63.143,32.72,90.513,63.396,33.975,7.162,9.795,5.455,11.45,81.079,67.25,26.373,13.818,14.895,3.573,2.361,3.521,-57.772,1.078,1.4404,2.7796,Neutral
IMG_00968,Deep,96.513,58.432,37.048,98.211,56.31,37.749,7.455,7.398,7.863,12.04,97.101,70.497,27.646,15.558,12.57,5.425,1.909,3.336,-60.651,0.8079,1.6517,2.6051,Neutral
IMG_00492,Deep,118.56,69.57,59.233,120.759,68.814,58.352,7.823,5.064,8.792,7.545,84.499,86.153,33.785,19.398,7.85,2.763,2.472,1.858,-64.166,0.4047,1.7042,2.0016,Cool
IMG_00074,Fair,217.888,188.811,125.654,220.462,188.864,125.478,8.693,4.676,9.027,15.351,117.459,202.422,79.381,11.92,24.088,5.451,1.699,1.449,50.654,2.0209,1.154,1.734,Warm
IMG_01347,Medium,177.907,128.734,102.443,178.513,128.195,101.661,11.242,3.614,5.952,15.761,89.338,152.5,59.804,14.678,13.262,5.774,2.704,2.585,36.474,0.9035,1.382,1.7367,Neutral
IMG_00588,Fair,228.782,168.836,143.921,229.247,169.338,143.325,9.278,5.765,6.059,6.123,75.207,201.299,78.941,17.458,12.792,4.648,2.274,3.311,66.155,0.7327,1.3551,1.5896,Cool
IMG_00977,Medium,177.441,132.066,104.569,178.18,132.227,106.151,8.6,8.264,6.047,12.604,86.821,150.535,59.033,17.591,14.52,3.448,1.923,3.051,31.887,0.8254,1.3436,1.6969,Neutral
IMG_00658,Fair,202.404,158.633,131.844,200.358,156.909,132.504,9.222,4.349,4.816,5.684,71.463,182.614,71.613,15.507,11.436,2.989,3.44,2.233,62.117,0.7374,1.2759,1.5352,Cool
IMG_00235,Fair,219.14,188.463,133.86,219.598,188.3,134.602,5.564,4.664,10.374,14.224,113.061,199.227,78.128,13.03,23.407,3.311,2.056,3.176,50.234,1.7963,1.1628,1.6371,Warm
IMG_00733,Fair,206.937,164.627,141.154,207.008,164.985,140.656,8.522,7.78,4.017,5.217,63.374,188.855,74.061,10.967,9.287,5.458,1.857,2.799,68.893,0.8469,1.257,1.466,Cool
IMG_00215,Fair,230.717,188.772,144.732,228.5,188.916,144.73,8.881,6.917,4.499,16.954,106.067,207.624,81.421,12.127,17.96,3.045,2.164,2.758,60.248,1.481,1.2222,1.5941,Warm
IMG_00163,Deep,105.632,78.386,36.629,106.917,80.81,37.789,4.115,8.85,8.178,14.685,62.383,83.033,32.562,12.392,21.142,5.049,1.29,3.377,-39.516,1.7061,1.3476,2.8838,Warm
IMG_00133,Tan,127.913,102.394,61.788,127.672,100.915,62.325,6.198,9.149,6.947,17.286,95.068,111.291,43.644,13.157,19.086,4.186,2.195,1.314,-18.419,1.4506,1.2492,2.0702,Warm
IMG_00979,Fair,208.14,168.447,132.203,209.241,168.449,130.662,9.613,3.616,4.596,11.988,87.024,189.662,74.377,12.376,17.972,5.319,2.685,2.147,53.601,1.4521,1.2356,1.5744,Neutral
IMG_00925,Medium,179.669,139.338,102.892,178.129,137.982,102.438,6.257,9.695,6.494,10.672,97.206,153.629,60.247,14.569,15.385,3.604,2.132,1.455,33.664,1.056,1.2894,1.7462,Neutral
IMG_01207,Medium,176.499,134.493,91.488,175.661,132.23,91.357,7.367,8.062,7.128,13.509,81.684,149.301,58.55,15.05,16.594,4.789,3.163,1.708,27.259,1.1026,1.3123,1.9292,Neutral
IMG_00186,Fair,228.896,190.028,134.641,230.854,191.469,134.809,9.42,6.499,8.986,16.496,107.469,205.483,80.582,17.361,21.993,5.298,1.537,3.366,54.279,1.2668,1.2045,1.7001,Warm
IMG_00042,Medium,165.666,133.925,76.276,166.522,132.627,77.015,4.796,5.202,8.917,17.588,74.677,142.019,55.694,15.558,23.134,5.423,3.11,2.233,13.827,1.4869,1.237,2.1719,Warm
IMG_00693,Deep,120.182,67.705,63.072,120.125,67.006,64.768,6.682,10.399,7.414,7.126,80.817,87.152,34.177,18.138,7.178,2.563,1.705,2.453,-65.6,0.3957,1.7751,1.9055,Cool
IMG_00109,Deep,125.307,97.493,37.615,125.849,96.005,36.541,4.365,4.48,5.576,16.235,93.1,101.122,39.656,14.845,24.4,5.886,1.962,2.453,-22.974,1.6437,1.2853,3.3313,Warm
IMG_00039,Deep,108.478,86.276,27.572,110.002,85.294,25.769,4.037,5.834,6.486,17.153,84.414,83.115,32.594,15.218,24.454,4.15,3.316,2.1,-35.442,1.6069,1.2573,3.9343,Warm
IMG_00569,Tan,141.971,92.795,77.956,141.363,93.99,78.399,7.875,4.136,4.467,5.228,88.511,114.425,44.873,17.503,9.846,2.958,3.177,3.604,-27.508,0.5625,1.5299,1.8212,Cool
IMG_01256,Deep,86.951,51.068,20.952,86.674,51.854,19.268,4.775,9.055,6.694,15.404,103.403,57.639,22.603,17.584,14.943,5.205,1.827,1.867,-61.39,0.8498,1.7027,4.1501,Neutral
IMG_01144,Fair,212.415,170.921,130.476,213.019,171.235,129.978,10.773,4.423,3.764,10.645,89.14,193.837,76.014,13.349,16.947,3.58,3.453,1.487,56.919,1.2695,1.2428,1.628,Neutral
IMG_01305,Fair,224.647,165.403,138.055,225.885,164.919,137.265,9.723,8.103,4.91,12.416,79.944,194.048,76.097,17.763,12.514,2.447,2.72,2.959,64.383,0.7045,1.3582,1.6272,Neutral
IMG_00484,Medium,183.542,139.427,106.318,184.779,138.548,105.43,11.11,5.182,5.602,11.195,89.128,156.114,61.221,16.769,13.317,2.212,3.03,2.284,40.117,0.7941,1.3164,1.7263,Cool
IMG_00469,Tan,146.235,86.592,75.43,146.089,88.343,77.277,6.824,7.955,9.135,9.76,92.751,112.183,43.994,17.417,9.415,4.714,1.656,2.484,-32.536,0.5406,1.6888,1.9387,Cool
IMG_00025,Deep,106.615,77.597,38.83,108.434,77.972,38.455,6.187,3.895,9.985,15.81,99.961,87.541,34.33,11.086,19.099,5.252,3.499,3.791,-39.369,1.7228,1.374,2.7456,Warm
IMG_00829,Fair,230.489,165.595,154.424,228.064,165.766,154.785,9.55,9.775,4.602,6.762,61.061,198.136,77.7,16.707,6.856,2.919,1.447,1.563,76.098,0.4104,1.3919,1.4926,Cool
IMG_01035,Fair,205.136,165.081,129.304,204.184,163.724,128.092,4.509,5.572,5.913,11.227,72.729,185.786,72.857,12.522,16.978,4.093,2.72,3.148,53.395,1.3559,1.2426,1.5865,Neutral
IMG_00950,Medium,180.285,138.076,103.079,180.806,136.566,102.818,4.716,6.949,10.258,13.474,81.516,154.089,60.427,13.917,17.717,5.508,1.308,1.99,30.479,1.273,1.3057,1.749,Neutral
IMG_01142,Deep,106.88,70.296,42.215,105.719,68.294,41.681,11.984,7.224,6.314,12.287,79.733,80.933,31.738,14.31,11.718,3.543,1.648,2.532,-57.314,0.8188,1.5204,2.5318,Neutral
IMG_00367,Tan,151.341,100.339,69.092,152.536,100.53,71.211,6.219,8.0,8.696,16.241,118.325,119.555,46.884,18.017,18.364,5.484,1.987,3.201,-9.629,1.0193,1.5083,2.1904,Warm
IMG_00506,Medium,203.5,148.207,123.443,202.977,147.744,122.344,9.19,9.598,9.112,6.589,70.517,174.246,68.332,17.058,10.052,5.475,2.434,3.155,61.263,0.5893,1.3731,1.6485,Cool
IMG_01188,Fair,207.85,183.114,136.767,208.557,181.343,136.996,9.304,7.017,6.011,12.206,75.317,202.077,79.246,11.836,15.373,5.306,2.874,2.223,62.271,1.2989,1.1351,1.5197,Neutral
IMG_00384,Medium,183.6,145.157,108.703,181.97,145.324,108.648,5.965,4.265,9.458,14.863,106.143,160.212,62.828,12.419,16.994,2.396,1.824,3.423,37.047,1.3685,1.2648,1.689,Warm
IMG_00735,Deep,98.522,57.837,44.526,98.54,56.909,44.767,9.039,8.686,9.773,10.832,93.677,69.719,27.341,17.656,8.565,2.219,2.985,2.796,-69.295,0.4851,1.7034,2.2127,Cool
IMG_00718,Medium,178.45,134.738,99.189,178.785,134.447,102.286,8.763,5.899,5.195,5.718,75.541,153.277,60.109,16.3,16.278,4.558,2.251,2.24,31.84,0.9986,1.3244,1.7991,Cool
IMG_01201,Fair,218.234,179.854,134.044,215.821,178.835,133.526,4.265,7.472,4.778,16.852,70.631,196.232,76.954,15.849,18.447,2.561,2.633,2.008,55.613,1.1639,1.2134,1.6281,Neutral
IMG_00455,Medium,171.622,127.945,104.971,172.795,127.827,104.748,7.164,5.756,8.078,11.699,77.854,147.371,57.793,17.353,13.592,5.756,2.745,1.394,29.826,0.7833,1.3414,1.6349,Cool
IMG_00265,Medium,170.047,142.586,94.237,171.114,143.02,94.748,4.835,4.519,10.078,12.022,102.262,154.275,60.5,11.729,21.331,4.113,2.275,1.477,26.209,1.8186,1.1926,1.8045,Warm
IMG_01314,Fair,208.326,169.145,134.905,207.723,170.353,133.65,4.465,3.919,6.28,15.404,83.732,189.735,74.406,13.706,16.633,2.78,3.35,2.711,55.725,1.2136,1.2316,1.5442,Neutral
IMG_00233,Fair,192.604,161.621,123.138,191.421,163.307,122.553,5.058,4.877,5.281,18.904,100.357,179.463,70.378,11.062,17.625,3.2,2.678,2.762,49.142,1.5933,1.1917,1.5641,Warm
IMG_00445,Medium,183.295,152.991,101.566,184.884,151.846,102.601,5.112,5.267,8.988,14.979,116.793,161.865,63.476,13.698,19.9,2.659,2.008,1.889,34.107,1.4528,1.1981,1.8047,Warm
IMG_00396,Tan,127.289,99.549,60.915,128.796,98.929,59.687,4.227,9.3,9.412,16.043,80.556,104.648,41.039,12.754,18.68,3.036,2.83,1.759,-25.629,1.4647,1.2787,2.0896,Warm
IMG_00938,Medium,143.573,108.284,78.868,142.098,108.378,79.193,8.292,6.673,10.172,15.85,90.29,121.896,47.802,14.786,10.081,4.785,3.267,3.044,-12.298,0.6818,1.3259,1.8204,Neutral
IMG_00177,Tan,128.115,106.645,65.732,129.305,107.891,64.426,10.785,10.13,10.136,16.431,107.51,115.232,45.189,10.85,20.379,4.956,1.838,1.932,-13.283,1.8783,1.2013,1.9491,Warm
IMG_00019,Medium,193.381,155.394,112.22,195.676,156.672,110.07,11.164,6.224,3.581,16.576,95.219,171.389,67.211,12.533,19.857,5.622,1.41,2.03,40.918,1.5844,1.2445,1.7232,Warm
IMG_01208,Medium,179.886,145.219,96.9,181.536,144.715,98.323,5.757,9.906,6.7,16.427,89.075,159.376,62.5,12.883,19.717,4.615,1.277,2.277,32.374,1.5305,1.2387,1.8564,Neutral
IMG_00889,Medium,185.291,148.019,110.634,185.142,148.085,108.748,6.647,5.316,9.075,10.863,33.11,162.969,63.909,12.051,14.191,3.439,3.148,2.053,44.425,1.1776,1.2518,1.6748,Cool
IMG_00342,Tan,130.876,106.428,56.64,131.234,107.372,55.968,10.031,5.033,6.823,14.216,101.603,109.649,43.0,14.221,21.321,4.471,2.971,1.47,-18.176,1.4993,1.2297,2.3107,Warm
IMG_00863,Medium,187.902,146.965,114.98,189.95,146.315,115.793,9.281,8.636,10.228,7.686,102.807,166.844,65.429,14.872,11.264,3.73,1.583,2.029,53.868,0.7574,1.2786,1.6342,Cool
IMG_00596,Tan,156.781,102.776,90.458,156.407,103.158,90.433,6.571,10.427,4.683,8.289,79.524,124.917,48.987,18.527,8.471,4.065,3.024,2.325,-6.82,0.4572,1.5255,1.7332,Cool
IMG_00062,Tan,161.496,114.861,82.58,161.734,115.488,81.892,4.653,3.922,5.353,18.898,98.557,129.351,50.726,15.809,18.22,2.638,3.205,1.77,2.281,1.1525,1.406,1.9556,Warm
IMG_00273,Medium,176.972,147.208,97.45,178.603,146.783,96.077,11.566,8.238,5.762,15.353,100.279,158.756,62.257,13.088,21.723,2.753,1.899,1.442,29.433,1.6598,1.2022,1.816,Warm
IMG_01093,Fair,204.174,167.596,123.502,204.949,166.469,123.671,7.283,4.026,9.125,13.935,80.193,187.381,73.483,12.205,18.413,5.151,2.521,1.433,51.899,1.5087,1.2182,1.6532,Neutral
IMG_01312,Fair,215.632,159.367,133.758,216.239,160.915,135.351,7.62,8.735,5.763,15.668,93.493,188.316,73.849,16.361,14.819,2.852,1.631,2.133,58.146,0.9057,1.3531,1.6121,Neutral
IMG_00279,Medium,177.323,150.181,91.923,176.443,149.378,90.872,7.288,7.73,8.225,15.762,119.746,157.007,61.571,13.522,23.789,3.67,1.532,1.443,25.939,1.7593,1.1807,1.929,Warm
IMG_01049,Fair,244.11,193.188,152.758,244.004,193.022,152.759,10.499,9.36,3.614,9.799,84.503,218.397,85.646,15.422,16.835,5.817,2.99,3.197,64.719,1.0917,1.2636,1.598,Neutral
IMG_00695,Medium,193.766,139.942,110.296,191.271,140.183,111.367,7.942,9.724,6.098,12.696,74.879,160.366,62.889,19.474,12.558,3.477,3.244,2.407,45.744,0.6449,1.3846,1.7568,Cool
IMG_00369,Medium,170.809,133.171,82.651,169.89,133.058,82.488,10.096,7.262,9.806,18.817,87.0,144.615,56.712,16.365,21.884,2.134,2.044,1.816,17.051,1.3372,1.2826,2.0666,Warm
IMG_01243,Tan,143.087,105.288,74.509,146.331,106.951,76.166,7.195,5.04,4.751,11.21,81.381,118.458,46.454,16.118,14.471,2.692,1.643,3.182,-13.769,0.8978,1.359,1.9204,Neutral
IMG_00037,Fair,231.543,189.925,138.202,230.273,189.309,138.407,9.778,8.54,8.309,17.824,118.166,211.125,82.794,14.384,21.255,4.776,2.448,1.855,57.052,1.4776,1.2191,1.6754,Warm
IMG_00736,Medium,176.511,134.501,108.718,175.206,134.056,108.631,7.989,4.835,7.645,11.703,92.142,151.925,59.578,13.926,12.682,3.63,2.097,3.305,37.062,0.9107,1.3123,1.6236,Cool
IMG_01199,Fair,217.078,174.439,138.473,218.818,174.424,137.794,10.48,7.658,10.816,14.254,96.156,197.186,77.328,13.225,15.54,3.91,2.982,3.197,60.374,1.175,1.2444,1.5677,Neutral
IMG_00663,Tan,150.379,108.103,86.035,148.277,109.457,86.096,7.575,4.712,3.859,10.499,92.274,124.834,48.954,14.517,10.781,2.986,1.529,2.651,-5.54,0.7426,1.3911,1.7479,Cool
IMG_00924,Fair,234.285,185.371,143.398,232.483,182.89,142.015,11.425,7.152,4.941,17.296,92.809,210.886,82.7,16.072,18.184,3.064,2.083,2.82,60.923,1.1314,1.2639,1.6338,Neutral
IMG_00975,Fair,204.096,162.074,122.185,202.12,162.043,120.15,10.161,4.427,9.242,15.258,60.673,185.538,72.76,13.683,19.079,5.276,1.487,3.74,50.029,1.3943,1.2593,1.6704,Neutral
IMG_00548,Deep,119.713,77.515,52.456,121.501,77.386,54.383,8.461,7.537,4.742,11.729,91.597,91.819,36.008,14.959,11.479,3.611,1.99,2.242,-50.635,0.7674,1.5444,2.2822,Cool
IMG_01078,Medium,185.061,138.645,92.899,184.768,137.147,93.148,6.371,4.462,7.005,7.956,94.165,153.082,60.032,18.002,19.496,2.624,2.265,1.775,27.229,1.083,1.3348,1.9921,Neutral
IMG_00689,Fair,219.264,176.682,135.155,219.974,176.455,135.874,11.218,3.848,7.431,6.587,48.113,195.92,76.831,16.283,15.774,2.131,2.277,3.502,59.55,0.9687,1.241,1.6223,Cool
IMG_00739,Medium,187.726,128.744,114.129,186.657,128.193,115.396,5.755,9.086,5.103,7.237,77.088,155.144,60.841,20.669,10.203,3.069,1.736,2.539,46.735,0.4937,1.4581,1.6449,Cool
IMG_00192,Fair,207.53,172.026,127.736,208.26,170.265,127.135,9.132,5.319,10.146,15.142,97.845,191.853,75.236,10.96,17.139,5.583,1.884,1.798,55.818,1.5638,1.2064,1.6247,Warm
IMG_00457,Fair,243.449,182.881,143.542,243.018,184.313,143.373,8.272,6.154,6.052,8.116,98.941,209.754,82.256,20.49,17.372,4.483,3.249,2.49,61.695,0.8478,1.3312,1.696,Cool
IMG_00394,Fair,235.687,187.167,132.511,234.043,188.445,132.202,11.306,9.085,10.411,15.854,88.555,207.832,81.503,15.694,24.975,5.914,1.225,2.819,51.593,1.5914,1.2592,1.7786,Warm
IMG_00676,Tan,148.759,94.596,81.806,149.452,95.367,81.346,10.506,7.999,6.935,9.217,106.836,115.043,45.115,18.325,9.351,5.459,3.33,1.262,-27.584,0.5103,1.5726,1.8184,Cool
IMG_00761,Deep,108.525,72.098,47.772,108.875,72.13,47.758,7.04,3.813,6.013,10.157,77.61,84.375,33.088,16.867,12.225,3.566,3.477,1.741,-54.138,0.7248,1.5052,2.2717,Cool
IMG_01329,Medium,167.826,136.572,95.132,168.645,137.503,93.22,5.466,7.595,6.561,9.579,81.695,150.117,58.869,11.547,16.922,4.618,3.391,2.575,27.66,1.4655,1.2288,1.7641,Neutral
IMG_00729,Fair,220.241,167.771,138.483,218.461,168.19,141.147,7.149,5.409,3.525,12.738,76.373,195.306,76.591,18.863,13.146,4.879,3.118,2.227,63.692,0.6969,1.3128,1.5904,Cool
IMG_00420,Medium,154.303,139.442,83.066,154.265,137.003,81.48,4.702,8.177,10.219,18.351,71.852,138.707,54.395,11.99,22.76,2.231,1.524,3.063,10.929,1.8983,1.1066,1.8576,Warm
IMG_00376,Fair,210.193,186.783,129.953,208.876,189.533,132.194,6.863,3.559,9.794,12.852,86.422,201.482,79.012,7.532,21.447,2.128,3.362,3.519,53.526,2.8474,1.1253,1.6174,Warm
IMG_00413,Medium,184.843,143.223,105.984,182.658,144.648,108.015,4.729,8.53,5.103,14.795,99.726,167.465,65.673,14.319,16.653,2.788,2.149,1.792,43.263,1.163,1.2906,1.7441,Warm
IMG_00075,Medium,162.485,133.239,75.214,162.848,132.598,73.266,7.235,6.497,8.882,12.292,100.659,139.873,54.852,14.089,23.537,4.77,3.48,1.534,11.649,1.6706,1.2195,2.1603,Warm
IMG_01264,Fair,217.829,178.837,132.325,217.491,178.708,132.494,10.921,5.574,8.709,11.481,109.46,198.086,77.681,14.292,18.336,5.281,3.273,1.476,56.479,1.283,1.218,1.6462,Neutral
IMG_01210,Medium,200.444,162.889,129.986,197.89,161.992,130.659,6.026,3.748,9.77,13.147,99.14,180.182,70.66,11.905,13.827,5.586,1.574,3.246,56.207,1.1615,1.2306,1.542,Neutral
IMG_00501,Fair,222.147,174.682,140.017,219.851,175.426,142.417,7.454,6.671,7.347,4.844,53.606,197.369,77.4,14.689,12.893,4.852,1.829,1.516,64.8,0.8778,1.2717,1.5866,Cool
IMG_00826,Fair,240.195,188.018,153.981,237.531,189.469,153.182,11.726,5.195,8.909,6.443,63.179,216.373,84.852,14.258,14.538,5.02,1.708,2.503,67.357,1.0196,1.2775,1.5599,Cool
IMG_01132,Tan,157.587,119.695,83.076,157.524,120.089,83.483,6.354,7.608,5.822,13.391,102.909,134.672,52.813,15.393,16.25,4.742,3.091,2.293,9.82,1.0557,1.3166,1.8969,Neutral
IMG_00617,Fair,235.355,174.244,144.674,236.85,172.714,145.226,8.156,7.924,9.505,4.492,78.252,206.338,80.917,17.248,12.026,3.808,3.08,2.588,68.745,0.6972,1.3507,1.6268,Cool
IMG_00115,Medium,169.092,134.65,85.545,171.362,134.095,85.49,6.49,8.24,8.043,15.645,69.572,145.713,57.142,12.554,20.195,3.458,1.701,3.769,19.477,1.6087,1.2558,1.9766,Warm
IMG_00418,Fair,215.479,176.92,133.23,219.714,176.071,132.583,5.196,4.227,4.427,12.752,127.5,196.213,76.946,13.897,19.619,2.404,2.602,1.711,53.943,1.4117,1.2179,1.6174,Warm
IMG_00602,Fair,222.114,163.63,147.463,221.833,162.535,148.305,8.601,8.667,7.176,9.627,86.815,196.455,77.041,18.18,10.243,2.115,1.348,2.599,69.254,0.5634,1.3574,1.5062,Cool
IMG_00605,Medium,177.037,123.256,104.338,179.301,121.455,104.471,5.683,7.149,10.41,10.096,93.195,147.145,57.704,19.736,13.26,4.558,1.598,2.975,30.155,0.6719,1.4363,1.6968,Cool
IMG_01293,Deep,104.399,69.272,47.611,106.009,68.617,47.397,11.188,5.594,6.405,12.232,59.692,79.169,31.047,14.353,12.57,5.788,1.663,2.704,-56.448,0.8757,1.5071,2.1927,Neutral
IMG_00090,Deep,100.556,69.594,31.867,101.09,68.652,32.645,6.843,8.987,7.657,14.723,105.594,73.516,28.83,13.04,15.68,2.021,2.95,1.292,-53.474,1.2024,1.4449,3.1555,Warm
IMG_00849,Medium,191.528,131.723,121.456,191.689,129.444,120.821,8.382,10.098,4.748,7.803,80.13,160.467,62.928,18.874,9.754,3.169,1.55,3.26,52.965,0.5168,1.454,1.5769,Cool
IMG_01036,Deep,94.017,63.674,23.428,93.637,61.823,24.491,10.199,9.481,6.653,11.494,49.374,67.971,26.655,13.194,16.875,4.671,1.335,2.577,-54.138,1.279,1.4765,4.013,Neutral
IMG_01292,Tan,161.091,117.57,87.902,162.94,118.524,89.244,7.54,7.278,6.971,15.267,70.379,136.723,53.617,16.835,15.683,4.012,1.668,3.55,12.987,0.9316,1.3702,1.8326,Neutral
IMG_00754,Deep,115.116,72.096,56.435,115.778,71.907,56.364,8.51,4.038,9.499,7.654,98.723,89.336,35.034,15.304,7.849,5.701,3.211,2.089,-62.325,0.5129,1.5967,2.0398,Cool
IMG_00499,Tan,143.586,90.13,70.906,146.711,91.172,71.316,11.292,4.632,6.267,7.898,91.461,105.716,41.457,16.527,10.142,3.696,2.029,3.276,-40.108,0.6136,1.5931,2.025,Cool
IMG_01068,Deep,124.613,84.622,58.151,122.762,85.021,56.676,9.994,4.011,8.447,13.414,75.238,98.617,38.673,17.126,13.167,4.864,2.704,3.178,-40.702,0.7689,1.4726,2.1429,Neutral
IMG_01074,Fair,203.562,162.356,119.342,203.136,161.45,121.618,7.639,7.364,5.084,9.652,60.862,181.214,71.064,15.371,17.319,2.107,2.855,1.252,50.574,1.1267,1.2538,1.7057,Neutral
IMG_01240,Medium,178.433,138.467,100.915,178.65,139.302,100.934,6.412,8.96,7.441,11.534,85.144,155.047,60.803,15.604,16.317,5.826,2.306,2.96,33.507,1.0457,1.2886,1.7682,Neutral
