image_path,source_dataset,original_label,undertone_label,face_detected,quality_score,total_sampled_pixels,mean_r,mean_g,mean_b,median_r,median_g,median_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,mean_l,mean_a,mean_lab_b,std_l,std_a,std_lab_b,ita,b_to_a_ratio,rg_ratio,rb_ratio
swatch_jane_iredale_#E8B99F,pudding_foundation_shades,jane iredale - Suntan (medium w/ neutral undertone,neutral,True,95.0,80,232.1,184.738,158.588,232.0,185.0,158.0,3.048,2.663,2.7,10.688,80.725,232.1,78.706,13.425,19.775,0.678,1.992,1.897,55.438,1.473,1.2564,1.4635
swatch_PAT_McGRATH_LABS_#A56038,pudding_foundation_shades,PAT McGRATH LABS - Medium Deep 25 medium deep with red,neutral,True,95.0,80,164.238,95.175,55.25,164.0,95.0,55.0,2.749,2.428,2.634,10.988,169.188,164.238,47.544,24.5,34.513,0.705,1.877,1.643,-4.07,1.4087,1.7256,2.9726
swatch_PÜR_#7E503B,pudding_foundation_shades,PÜR - Deep (deep skin w/ neutral/yellow u,neutral,True,95.0,80,125.463,79.225,58.4,126.0,79.0,58.0,2.627,2.679,2.016,9.387,136.4,125.463,38.456,16.975,20.262,0.775,2.103,1.555,-29.671,1.1937,1.5836,2.1483
swatch_Makeup_Revolution_#F7D7B0,pudding_foundation_shades,Makeup Revolution - F6 (for light/medium skin tones w/ ,neutral,True,95.0,80,246.387,214.662,175.637,246.0,215.0,176.0,2.605,2.162,2.425,16.587,73.188,246.387,87.642,5.362,23.288,0.575,1.614,1.567,58.257,4.3427,1.1478,1.4028
swatch_Milani_#CA9163,pudding_foundation_shades,Milani - Golden Tan,warm,True,95.0,80,201.713,144.412,97.925,202.0,144.0,98.0,2.541,2.668,2.257,13.425,131.188,201.713,64.608,16.325,33.175,0.711,1.849,1.498,23.765,2.0322,1.3968,2.0599
swatch_COVER_FX_#EDCDB7,pudding_foundation_shades,COVER FX - N20 (fair to light skin w/ neutral ,neutral,True,95.0,80,236.75,204.338,182.375,237.0,204.0,182.0,2.75,2.168,2.856,12.137,58.525,236.75,84.392,8.05,15.137,0.627,1.596,1.701,66.244,1.8804,1.1586,1.2981
swatch_MAC_#DFB276,pudding_foundation_shades,MAC - NC50 (deep golden bronze w/ golden ,warm,True,95.0,80,222.25,177.175,117.938,222.0,177.0,118.0,2.686,2.438,2.619,17.012,119.65,222.25,75.118,9.0,36.425,0.69,1.62,1.701,34.589,4.0472,1.2544,1.8845
data/raw/personal_color_faces/train/겨울 쿨톤/wnt (28).JPG,personal_color_faces,Winter Cool Tone,cool,True,39.0,14968,201.914,170.622,163.439,207.0,173.0,162.0,21.845,20.278,21.441,5.255,48.963,201.914,72.32,10.308,7.944,7.667,1.282,2.558,70.409,0.7707,1.1834,1.2354
swatch_MAC_#E5A77B,pudding_foundation_shades,MAC - NC18 (beige w/ neutral undertone w/,warm,True,95.0,80,228.588,166.463,122.5,228.0,166.0,122.5,2.719,2.539,2.092,12.475,118.375,228.588,73.26,17.688,31.7,0.62,1.888,1.345,36.269,1.7922,1.3732,1.866
swatch_FENTY_BEAUTY_by_Rihanna_#94644C,pudding_foundation_shades,FENTY BEAUTY by Rihanna - 490 for very deep skin with neutral,neutral,True,95.0,80,147.15,100.05,75.575,147.0,100.0,75.0,2.748,2.454,2.24,10.25,123.95,147.15,46.794,16.012,21.475,0.72,1.991,1.71,-8.491,1.3411,1.4708,1.9471
swatch_Milani_#F8CDAD,pudding_foundation_shades,Milani - Cool Shell,cool,True,95.0,80,247.387,204.088,172.5,248.0,204.0,173.0,2.93,2.281,2.351,12.637,77.175,247.387,85.093,10.85,21.488,0.615,1.652,1.541,58.521,1.9804,1.2122,1.4341
swatch_Dermablend_#965B18,pudding_foundation_shades,Dermablend - 70W Deep Golden,warm,True,95.0,80,149.825,90.562,23.575,149.0,91.0,24.0,2.664,2.114,2.453,15.875,214.85,149.825,44.181,19.125,45.625,0.668,1.728,1.166,-7.268,2.3856,1.6544,6.3552
swatch_Too_Faced_#9A6B55,pudding_foundation_shades,Too Faced - Cocoa deepest with neutral underton,neutral,True,95.0,80,153.512,106.225,84.65,154.0,106.0,85.0,3.029,2.419,2.603,9.425,114.362,153.512,49.377,16.163,19.7,0.671,2.1,1.749,-1.81,1.2189,1.4452,1.8135
swatch_e.l.f._Cosmetics_#E8CEB4,pudding_foundation_shades,e.l.f. Cosmetics - Pearl (fair w/ neutral undertones) ,neutral,True,95.0,80,231.225,205.238,179.425,231.0,206.0,179.0,2.983,2.652,2.509,14.925,57.112,231.225,84.064,5.088,16.15,0.75,1.697,1.558,64.634,3.1744,1.1266,1.2887
swatch_KVD_Vegan_Beauty_#946243,pudding_foundation_shades,KVD Vegan Beauty - Tan 072 (tan-deep with cool underto,cool,True,95.0,80,148.062,97.35,66.237,148.0,97.0,66.0,2.614,2.074,2.594,11.375,140.838,148.062,46.113,17.1,25.938,0.649,1.693,1.615,-8.523,1.5168,1.5209,2.2353
swatch_Juvia's_Place_#BF7E4C,pudding_foundation_shades,Juvia's Place - 440 Savanna (for tan skin w/ cool o,cool,True,95.0,80,190.312,125.763,75.35,190.0,126.0,76.0,2.75,2.271,2.589,13.137,154.075,190.312,58.412,19.913,37.337,0.665,1.719,1.565,12.696,1.8751,1.5133,2.5257
swatch_Smashbox_#CC9170,pudding_foundation_shades,"Smashbox - 4 medium-dark with warm, peachy und",warm,True,95.0,80,203.887,144.65,111.938,204.0,145.0,112.0,2.89,2.324,2.199,10.637,114.925,203.887,65.142,18.512,26.275,0.65,1.803,1.5,29.955,1.4193,1.4095,1.8214
swatch_MAKE_UP_FOR_EVER_#E4CCA5,pudding_foundation_shades,MAKE UP FOR EVER - Y255 Sand Beige for lighter medium ,warm,True,95.0,80,227.537,203.238,164.662,227.0,203.5,165.0,2.846,2.798,2.711,18.5,70.425,227.537,82.951,2.725,22.387,0.712,2.055,1.861,55.807,8.2156,1.1196,1.3818
swatch_Laura_Mercier_#EAC5AD,pudding_foundation_shades,Laura Mercier - Ecru light with cool undertones,cool,True,95.0,80,233.65,196.85,172.4,234.0,197.0,172.0,2.748,2.594,2.391,11.988,66.875,233.65,82.054,9.45,17.113,0.66,1.877,1.612,61.904,1.8108,1.1869,1.3553
swatch_Urban_Decay_Cosmetics_#C79979,pudding_foundation_shades,Urban Decay Cosmetics - 6.5 (medium beige w/subtle pink und,cool,True,95.0,80,198.75,152.312,120.475,199.0,152.0,120.5,2.922,2.667,2.924,12.175,100.412,198.75,66.608,13.188,23.525,0.802,1.613,2.08,35.221,1.7839,1.3049,1.6497
swatch_SEPHORA_COLLECTION_#D4B4A3,pudding_foundation_shades,SEPHORA COLLECTION - 17.5 Oat for light skin with neutra,neutral,True,95.0,80,211.625,179.562,162.425,211.5,179.5,162.0,2.643,2.464,2.161,10.438,59.212,211.625,75.534,8.912,13.05,0.703,1.493,1.474,62.929,1.4642,1.1786,1.3029
swatch_Dior_#99736E,pudding_foundation_shades,"Dior - 8 Neutral very deep skin, neutral u",neutral,True,95.0,80,151.963,113.912,108.875,152.0,114.0,108.0,2.619,2.58,2.532,16.9,72.375,151.963,51.642,14.275,8.65,0.753,1.877,1.667,10.749,0.606,1.334,1.3958
swatch_Clinique_#D09B73,pudding_foundation_shades,"Clinique - CN 74 Beige (medium, cool-neutral u",neutral,True,95.0,80,207.238,154.825,114.625,207.0,155.0,115.0,3.046,2.333,2.326,13.062,113.925,207.238,68.01,14.562,28.712,0.693,1.596,1.485,32.098,1.9717,1.3385,1.808
swatch_NARS_#D6A46F,pudding_foundation_shades,NARS - Valencia (medium to medium-deep ski,warm,True,95.0,80,214.312,163.175,110.513,214.5,164.0,110.0,2.965,2.543,2.632,15.213,123.5,214.312,70.735,12.512,34.6,0.657,1.962,1.586,30.934,2.7652,1.3134,1.9393
swatch_ULTA_#E3B79A,pudding_foundation_shades,ULTA - Light Cool,cool,True,95.0,80,226.175,182.725,153.3,226.0,183.0,153.0,3.13,2.334,2.187,12.113,82.162,226.175,77.525,11.512,20.9,0.681,1.673,1.57,52.79,1.8154,1.2378,1.4754
swatch_BECCA_Cosmetics_#6C3923,pudding_foundation_shades,BECCA Cosmetics - Walnut 5C1 (dark auburn w/ cool und,cool,True,95.0,80,107.475,56.913,34.625,108.0,57.0,35.0,2.674,2.575,2.326,9.188,172.787,107.475,29.922,20.2,23.525,0.722,2.021,1.557,-40.481,1.1646,1.8884,3.104
swatch_CoverGirl_#A6724C,pudding_foundation_shades,CoverGirl - Tan Golden 2,warm,True,95.0,80,165.113,113.562,75.65,165.0,114.0,76.0,3.122,2.155,2.264,12.713,138.088,165.113,52.397,15.988,29.113,0.661,1.792,1.5,4.707,1.821,1.4539,2.1826
swatch_Exa_#A0662B,pudding_foundation_shades,Exa - 220 Soraya (deep tan with neutral u,neutral,True,95.0,80,159.463,101.662,42.8,160.0,102.0,43.0,2.784,2.28,2.676,15.175,186.5,159.463,48.358,17.975,41.6,0.689,1.837,1.538,-2.261,2.3143,1.5685,3.7258
swatch_Charlotte_Tilbury_#CD946C,pudding_foundation_shades,Charlotte Tilbury - 13 Neutral for deep skin with neutr,neutral,True,95.0,80,204.838,147.425,107.588,205.0,147.0,107.0,2.795,2.274,2.37,12.312,121.062,204.838,65.843,16.925,29.538,0.649,1.694,1.396,28.208,1.7452,1.3894,1.9039
swatch_ZOEVA_#CD6D38,pudding_foundation_shades,ZOEVA - 330C Loveable (tan/deep cool red to,cool,True,95.0,80,204.625,109.05,55.65,205.0,109.0,56.0,2.512,2.509,2.393,10.738,185.613,204.625,56.304,33.663,45.575,0.673,1.581,1.321,7.875,1.3539,1.8764,3.677
swatch_Exa_#D59F85,pudding_foundation_shades,Exa - 400 Lydia (light neutral with rosey,neutral,True,95.0,80,213.213,158.075,132.675,213.0,158.0,133.0,2.901,2.306,2.678,9.463,96.3,213.213,69.775,17.2,21.288,0.594,1.867,1.733,42.89,1.2376,1.3488,1.607
swatch_Rare_Beauty_by_Selena_Gomez_#946949,pudding_foundation_shades,Rare Beauty by Selena Gomez - 520W deep with warm golden underton,warm,True,95.0,80,147.65,104.838,72.225,148.0,105.0,72.0,2.846,2.676,2.382,12.925,130.238,147.65,48.059,13.162,25.0,0.796,2.13,1.651,-4.44,1.8993,1.4084,2.0443
swatch_PÜR_#764630,pudding_foundation_shades,PÜR - Chestnut DPN2 (dark brown skin w/ n,neutral,True,95.0,80,117.963,69.588,47.575,118.0,70.0,47.0,2.795,2.63,2.29,9.375,152.075,117.963,34.779,18.438,21.962,0.791,1.923,1.75,-34.723,1.1912,1.6952,2.4795
swatch_Tarte_#DEA269,pudding_foundation_shades,Tarte - 27S Light-Medium Sand (light to med,warm,True,95.0,80,221.812,161.488,104.525,222.0,162.0,105.0,3.351,2.403,2.515,14.525,134.825,221.812,71.034,15.938,38.225,0.746,1.698,1.688,28.823,2.3984,1.3736,2.1221
swatch_Maybelline_#CC9D69,pudding_foundation_shades,Maybelline - Warm Nude OUT OF STOCK,warm,True,95.0,80,203.325,156.137,104.688,203.0,156.0,105.0,2.654,2.494,2.348,15.637,123.688,203.325,67.76,11.238,33.638,0.684,1.755,1.622,27.833,2.9933,1.3022,1.9422
swatch_Dior_#D5A591,pudding_foundation_shades,Dior - 3.5 Neutral light medium to medium ,neutral,True,95.0,80,212.575,164.475,144.412,213.0,164.0,145.0,2.805,2.725,2.417,8.8,81.75,212.575,71.485,14.975,17.212,0.75,1.917,1.875,51.301,1.1494,1.2924,1.472
swatch_Lancôme_#D4A58F,pudding_foundation_shades,Lancôme - 025W Soft Beige for light to medium,warm,True,95.0,80,212.037,164.162,142.625,212.0,164.0,142.0,3.051,2.379,2.358,9.338,83.438,212.037,71.348,14.637,18.025,0.624,2.026,1.449,49.824,1.2314,1.2916,1.4867
swatch_HOURGLASS_#DBB48D,pudding_foundation_shades,"HOURGLASS - Warm Ivory (light medium, warm unde",warm,True,95.0,80,218.6,179.537,140.512,218.0,179.5,140.0,2.649,2.697,2.202,15.025,91.025,218.6,75.755,8.713,25.275,0.698,1.852,1.62,45.539,2.901,1.2176,1.5557
swatch_Catrice_#EEBF97,pudding_foundation_shades,Catrice - Neutral Ivory 002  selected,neutral,True,95.0,80,237.6,190.525,150.662,238.0,191.0,151.0,2.653,2.424,2.688,13.75,93.25,237.6,80.471,11.55,26.538,0.692,1.642,1.844,48.947,2.2976,1.2471,1.577
swatch_Origins_#D2A98B,pudding_foundation_shades,Origins - 310 LIGHT MEDIUM WARM,warm,True,95.0,80,209.613,168.562,138.213,209.0,169.0,138.0,2.768,2.392,2.543,12.775,86.875,209.613,72.074,10.775,21.375,0.695,1.565,1.728,45.921,1.9838,1.2435,1.5166
swatch_Estée_Lauder_#F3D8BA,pudding_foundation_shades,"Estée Lauder - 1W2 Sand (light w/ warm, subtle oli",warm,True,95.0,80,242.762,215.338,185.662,243.0,216.0,186.0,3.377,2.674,2.779,15.625,59.913,242.762,87.706,5.013,18.15,0.729,1.785,1.674,64.296,3.6209,1.1274,1.3075
swatch_Dior_#CEA28C,pudding_foundation_shades,"Dior - 1 Cool (104) Fair skin, cool undert",cool,True,95.0,80,205.2,161.438,139.65,205.0,161.0,139.5,2.772,2.433,2.46,9.975,81.5,205.2,69.902,13.062,17.5,0.666,1.812,1.525,48.674,1.3397,1.2711,1.4694
swatch_COVER_FX_#A25C4C,pudding_foundation_shades,COVER FX - P120 (deepest rich ebony skin w/ ne,neutral,True,95.0,80,161.037,91.463,74.85,161.0,92.0,75.0,3.18,2.65,2.025,5.812,136.438,161.037,46.554,26.712,21.9,0.755,2.02,1.366,-8.942,0.8198,1.7607,2.1515
swatch_Beauty_Bakerie_#CD946E,pudding_foundation_shades,Beauty Bakerie - 327 Cool Neutral,neutral,True,95.0,80,204.85,147.412,109.575,204.0,147.5,110.0,2.766,2.427,2.438,11.963,118.65,204.85,65.863,17.113,28.562,0.641,1.83,1.611,29.046,1.6691,1.3896,1.8695
swatch_BECCA_Cosmetics_#DFB38A,pudding_foundation_shades,BECCA Cosmetics - Cashmere 1N3 (fair to light beige w,neutral,True,95.0,80,221.938,178.45,137.838,222.0,178.0,137.5,2.821,2.602,2.385,14.475,96.575,221.938,75.76,10.3,26.75,0.685,1.984,1.684,43.92,2.5971,1.2437,1.6101
swatch_TOM_FORD_#DCC3B3,pudding_foundation_shades,"TOM FORD - 3.5 Ivory Rose light, cool rosy und",cool,True,95.0,80,219.65,194.75,177.963,220.0,195.0,178.0,2.618,2.211,2.385,12.075,48.413,219.65,80.397,6.075,11.675,0.583,1.752,1.481,68.989,1.9218,1.1279,1.2342
swatch_MAC_#D7965B,pudding_foundation_shades,MAC - NC40 (medium beige w/ golden peach ,warm,True,95.0,80,214.9,149.375,90.588,215.0,149.0,90.0,3.165,2.421,2.427,14.188,147.537,214.9,67.172,18.512,40.587,0.611,2.068,1.472,22.932,2.1924,1.4387,2.3723
swatch_Laura_Mercier_#EAC7A8,pudding_foundation_shades,Laura Mercier - Dune (light-medium with cool undert,cool,True,95.0,80,233.55,198.525,167.4,233.0,198.0,167.0,2.815,2.915,2.223,14.137,72.175,233.55,82.358,7.838,20.275,0.756,1.88,1.508,57.929,2.5869,1.1764,1.3952
swatch_Natasha_Denona_#CA9B78,pudding_foundation_shades,Natasha Denona - 85 Wdark - Warm warm undertone,warm,True,95.0,80,201.375,154.475,119.65,201.0,154.0,119.5,2.68,2.334,2.618,12.75,103.487,201.375,67.387,12.95,24.962,0.618,1.76,1.792,34.859,1.9276,1.3036,1.683
swatch_Bobbi_Brown_#AC7245,pudding_foundation_shades,Bobbi Brown - Cool Almond (C-086) dark brown with,cool,True,95.0,80,171.55,113.537,68.487,171.0,113.0,68.0,3.0,2.688,2.286,13.1,153.162,171.55,53.074,18.238,33.975,0.801,1.951,1.491,5.169,1.8629,1.511,2.5048
swatch_Too_Faced_#F1DDC5,pudding_foundation_shades,Too Faced - Cloud fairest with neutral to rosy ,neutral,True,95.0,80,239.95,220.262,196.125,240.0,220.0,196.0,3.209,2.568,2.304,16.512,46.462,239.95,88.917,2.875,14.35,0.658,1.798,1.629,69.759,4.9913,1.0894,1.2235
swatch_Morphe_#66402A,pudding_foundation_shades,Morphe - F4.120 Cool (rich w/ deep red under,cool,True,95.0,80,101.175,63.763,41.25,101.0,64.0,41.0,2.76,1.957,2.38,11.262,151.0,101.175,30.873,13.613,20.488,0.69,1.792,1.789,-43.034,1.5051,1.5867,2.4527
swatch_Clinique_#FBEED9,pudding_foundation_shades,"Clinique - 0.25 Dune (very fair, cool-neutral ",neutral,True,95.0,80,250.525,237.2,216.762,251.0,237.0,217.0,2.793,2.374,2.712,18.212,34.325,250.525,94.422,1.113,11.438,0.668,1.423,1.702,75.561,10.2809,1.0562,1.1558
swatch_Estée_Lauder_#FED9B3,pudding_foundation_shades,"Estée Lauder - 2N2 Buff (light medium w/ neutral, ",neutral,True,95.0,80,253.088,216.1,178.787,254.0,216.0,179.0,2.175,2.37,2.871,15.05,74.875,253.088,88.662,7.525,23.163,0.639,1.387,1.6,59.074,3.0781,1.1712,1.4156
swatch_Dior_#FCC699,pudding_foundation_shades,Dior - 031 Sand light to medium with warm ,warm,True,95.0,80,251.475,197.45,152.512,252.0,198.0,152.0,2.356,2.392,2.971,13.613,100.3,251.475,83.515,13.45,29.863,0.618,1.665,1.808,48.298,2.2203,1.2736,1.6489
swatch_FENTY_BEAUTY_by_Rihanna_#DCAB86,pudding_foundation_shades,FENTY BEAUTY by Rihanna - 240 for medium skin with warm yello,warm,True,95.0,80,219.287,170.65,133.35,219.0,171.0,133.0,3.05,2.314,2.5,13.05,99.925,219.287,73.48,12.85,26.062,0.692,1.566,1.469,42.017,2.0282,1.285,1.6445
swatch_Pacifica_#ECCAA7,pudding_foundation_shades,Pacifica - 38NF Neutral Fair (very fair w/ a l,neutral,True,95.0,80,235.537,201.925,166.55,235.0,202.0,167.0,3.305,2.616,2.329,15.412,74.65,235.537,83.363,6.725,22.012,0.714,1.981,1.512,56.583,3.2732,1.1665,1.4142
swatch_MAC_#CFAE82,pudding_foundation_shades,MAC - NC35 (light to medium peachy golden,warm,True,95.0,80,206.738,174.0,129.825,206.5,174.0,129.5,3.105,2.612,2.323,17.275,94.825,206.738,73.029,5.688,27.1,0.752,1.861,1.609,40.358,4.7648,1.1881,1.5924
swatch_MAC_#E8B27C,pudding_foundation_shades,MAC - NC45 (deep bronze w/ peachy underto,warm,True,95.0,80,231.912,176.875,123.8,232.0,177.0,124.0,2.698,2.581,2.147,14.75,118.875,231.912,76.137,13.588,34.913,0.696,1.693,1.606,36.82,2.5695,1.3112,1.8733
swatch_Armani_Beauty_#DDAD8B,pudding_foundation_shades,Armani Beauty - 4.5 light to medium with a peach un,warm,True,95.0,80,220.363,172.213,139.05,221.0,172.0,139.0,3.21,2.24,2.361,12.238,94.037,220.363,74.078,13.175,23.712,0.634,1.801,1.502,45.439,1.7998,1.2796,1.5848
swatch_Smashbox_#F5E2D6,pudding_foundation_shades,Smashbox - 0.3 (fair w/ neutral undertone),neutral,True,95.0,80,244.875,225.463,213.588,245.0,226.0,214.0,2.216,2.275,2.36,11.325,32.462,244.875,91.02,4.7,8.225,0.597,1.512,1.458,78.662,1.75,1.0861,1.1465
swatch_HOURGLASS_#E7B786,pudding_foundation_shades,"HOURGLASS - Linen (light, warm undertone)",warm,True,95.0,80,230.537,182.725,133.387,231.0,183.0,133.0,2.627,2.329,2.477,15.213,107.487,230.537,77.574,10.95,31.587,0.636,1.665,1.53,41.119,2.8847,1.2617,1.7283
swatch_BECCA_Cosmetics_#A0633F,pudding_foundation_shades,BECCA Cosmetics - Amber 5W1 (dark peach w/ warm under,warm,True,95.0,80,159.55,98.362,62.7,159.0,98.0,63.0,2.738,2.717,2.477,11.062,154.8,159.55,47.789,21.15,30.462,0.733,2.044,1.483,-4.151,1.4403,1.6221,2.5447
swatch_Milani_#EDBE8F,pudding_foundation_shades,Milani - Warm Vanilla,warm,True,95.0,80,236.812,189.975,142.225,237.0,190.0,142.0,2.894,2.253,2.515,15.15,101.8,236.812,80.098,10.562,30.475,0.649,1.611,1.533,44.643,2.8852,1.2465,1.6651
swatch_COVER_FX_#AE695A,pudding_foundation_shades,COVER FX - P100 (deep brown red hued skin w/ p,cool,True,95.0,80,173.65,104.4,89.875,174.0,104.5,90.0,2.838,2.354,2.566,5.188,123.05,173.65,51.51,26.125,19.962,0.623,2.009,1.684,4.325,0.7641,1.6633,1.9321
swatch_bareMinerals_#ECAD7C,pudding_foundation_shades,bareMinerals - Golden Nude 16 (medium-tan neutral ,neutral,True,95.0,80,235.488,172.375,123.938,236.0,173.0,124.0,2.636,2.759,2.405,13.0,120.8,235.488,75.436,17.45,33.9,0.726,1.83,1.807,36.882,1.9427,1.3661,1.9001
swatch_MAC_#E6AB83,pudding_foundation_shades,MAC - NC40 (medium peach w/ neutral golde,warm,True,95.0,80,229.512,170.8,130.812,229.0,171.0,131.0,3.271,2.272,2.545,12.175,109.625,229.512,74.51,16.562,28.988,0.644,1.802,1.707,40.216,1.7502,1.3437,1.7545
swatch_Clinique_#E1AD84,pudding_foundation_shades,Clinique - WN 64 Butterscotch (moderately fair,neutral,True,95.0,80,224.037,172.2,131.562,224.0,172.0,132.0,2.718,2.551,2.529,13.188,105.237,224.037,74.319,13.738,28.163,0.723,1.708,1.624,40.811,2.05,1.301,1.7029
swatch_Tarte_#996240,pudding_foundation_shades,Tarte - 57G Rich Golden (deeper skin w/ gol,warm,True,95.0,80,152.262,97.425,63.6,152.0,97.0,64.0,2.965,2.317,2.557,11.438,148.438,152.262,46.588,18.625,28.3,0.719,1.926,1.86,-6.874,1.5195,1.5629,2.3941
swatch_NYX_Professional_Makeup_#865E44,pudding_foundation_shades,NYX Professional Makeup - Cappuccino (medium deep w/ warm und,warm,True,95.0,80,133.325,93.487,67.213,133.0,94.0,67.0,3.04,2.574,2.407,11.887,126.45,133.325,43.299,12.975,21.5,0.784,2.055,1.864,-17.311,1.657,1.4261,1.9836
swatch_MAC_#E8C5AF,pudding_foundation_shades,MAC - NW20 (rosy beige w/ rosy undertone ,cool,True,95.0,80,231.525,196.85,174.025,231.0,197.0,174.0,2.475,2.622,2.361,11.95,63.325,231.525,81.917,8.838,15.975,0.668,1.874,1.688,63.411,1.8076,1.1761,1.3304
swatch_SEPHORA_COLLECTION_#9F6C49,pudding_foundation_shades,SEPHORA COLLECTION - 61 P for dark skin with pink undert,cool,True,95.0,80,158.838,107.375,72.763,158.0,108.0,73.0,3.195,2.395,2.105,12.125,138.15,158.838,50.074,16.562,27.575,0.776,1.85,1.539,0.153,1.6649,1.4793,2.183
swatch_Clinique_#EFAD95,pudding_foundation_shades,"Clinique - 42 Neutral (moderately fair, cool-n",neutral,True,95.0,80,238.975,172.375,148.887,240.0,173.0,149.0,3.017,2.282,2.711,7.862,96.075,238.975,76.245,21.45,21.725,0.664,1.627,1.823,50.383,1.0128,1.3864,1.6051
swatch_Tarte_#A27256,pudding_foundation_shades,Tarte - 54S deep sand deep skin with yellow,warm,True,95.0,80,161.9,112.95,85.713,162.0,113.0,86.0,2.653,2.269,2.541,10.675,120.013,161.9,52.039,15.975,22.837,0.643,1.816,1.721,5.103,1.4296,1.4334,1.8889
swatch_The_Ordinary_#98674A,pudding_foundation_shades,The Ordinary - 3.2 R (deep w/ red undertones),cool,True,95.0,80,151.475,102.287,73.225,151.0,102.0,73.0,3.082,2.481,2.549,11.188,131.637,151.475,47.882,16.363,24.363,0.758,2.129,1.727,-4.968,1.4889,1.4809,2.0686
swatch_Too_Faced_#FDD1B9,pudding_foundation_shades,Too Faced - Cloud (fairest with neutral to rosy,neutral,True,95.0,80,251.938,208.1,184.9,252.0,208.0,185.0,2.358,2.634,2.322,10.325,67.85,251.938,86.755,12.088,17.325,0.688,1.79,1.587,64.762,1.4333,1.2107,1.3626
swatch_SMITH_&_CULT_#C46B3E,pudding_foundation_shades,SMITH & CULT - 440 Neutral (deep skin w/ neutral u,neutral,True,95.0,80,195.7,106.475,61.788,196.0,107.0,62.0,2.96,2.877,2.498,10.025,174.512,195.7,54.544,31.775,40.163,0.71,2.019,1.585,6.455,1.264,1.838,3.1673
swatch_NARS_#E6B98C,pudding_foundation_shades,NARS - Santa Fe (medium skin w/ neutral un,neutral,True,95.0,80,229.175,184.85,138.9,229.0,185.0,139.0,2.796,2.67,2.107,15.238,100.4,229.175,78.039,9.838,29.337,0.718,1.785,1.533,43.704,2.9822,1.2398,1.6499
swatch_NUDESTIX_#8B542B,pudding_foundation_shades,NUDESTIX - Nude 9 (deep neutral),neutral,True,95.0,80,138.625,83.225,43.0,139.0,83.0,43.0,2.666,2.711,2.439,12.625,175.887,138.625,41.01,19.25,32.675,0.761,2.065,1.634,-15.384,1.6974,1.6657,3.2238
data/raw/personal_color_faces/train/겨울 쿨톤/wnt (5).jpg,personal_color_faces,Winter Cool Tone,cool,True,59.0,12861,212.963,179.1,176.718,214.0,180.0,178.0,5.121,6.303,6.597,2.116,43.505,212.963,75.875,11.83,5.906,2.159,0.875,0.948,77.142,0.4992,1.1891,1.2051
swatch_SEPHORA_COLLECTION_#C9A389,pudding_foundation_shades,SEPHORA COLLECTION - 32 Neutral Fawn,neutral,True,95.0,80,200.375,162.688,136.037,201.0,163.0,136.0,2.624,1.966,2.643,12.475,81.8,200.375,69.652,10.05,19.113,0.57,1.619,1.483,45.797,1.9017,1.2317,1.4729
data/raw/personal_color_faces/train/여름 쿨톤/smr (5).PNG,personal_color_faces,Summer Cool Tone,cool,True,100.0,744,180.827,140.079,136.62,184.0,144.0,141.0,12.917,14.634,15.747,2.335,62.931,180.827,61.999,15.001,7.831,5.397,1.42,1.507,56.871,0.522,1.2909,1.3236
data/raw/personal_color_faces/train/봄 웜톤/spr (20).jpg,personal_color_faces,Spring Warm Tone,warm,True,82.0,1652,218.426,170.906,161.346,218.0,170.0,160.0,7.374,7.745,8.704,4.947,66.65,218.426,74.029,15.985,11.702,2.653,2.372,2.37,64.033,0.7321,1.278,1.3538
